fec.gov
title,Two Year Summary
description,2008 Other Committees Contributions
timestamp,Mon Mar 07 05:50:24 GMT 2016
copyright,"Copyright 2012, Federal Election Commission."
cand_id,P00003392
cand_nm,CLINTON, HILLARY RODHAM
"Contributor Name","Description","City","State","Zip","Receipt Date","Amount","Memo Code","Report Type","Report Year","Image Number","Transaction Code","Other Id","Candidate Id","Transaction PGI",
"DEMOCRATS FOR THE FUTURE","","BURLINGAME","CA","94010","10/23/2008","$700.00","","M11","2008","http://docquery.fec.gov/cgi-bin/fecimg/?28993139489","18K","C00371633","","P",
"DEMOCRATS WIN SEATS","","WESTON","FL","33326","09/19/2007","$4,600.00","","Q3","2007","http://docquery.fec.gov/cgi-bin/fecimg/?29932526322","18K","C00425470","","P",
"DEMOCRATS WIN SEATS","REFUND NEXT PERIOD","WESTON","FL","33326","03/28/2008","$400.00","","M4","2008","http://docquery.fec.gov/cgi-bin/fecimg/?28991181719","18K","C00425470","","P",
"DESFOSSES GOOD GOVENMENT COMMITTEE","PERMISSIBLE FUNDS","ALBANY","NY","12208","01/16/2008","$100.00","","M2","2008","http://docquery.fec.gov/cgi-bin/fecimg/?28990978630","","","","P",
"DEWEY BALLANTINE LLP","","WASHINGTON","DC","20004","12/24/2007","$1,000.00","","YE","2007","http://docquery.fec.gov/cgi-bin/fecimg/?28931912715","18K","C00330258","","P",
"DISTRICT 38 DEMOCRATS","PERMISSIBLE FUNDS","HACKENSACK","NJ","07601","04/30/2008","$1,000.00","","M5","2008","http://docquery.fec.gov/cgi-bin/fecimg/?28991138858","","","","P",
"DISTRICT 40 DEMOCRATS","PERMISSIBLE FUNDS","HACKENSACK","NJ","07601","04/15/2008","$1,000.00","","M5","2008","http://docquery.fec.gov/cgi-bin/fecimg/?28991138859","","","","P",
"DLA PIPER PAC","","WASHINGTON","DC","20036","03/31/2007","$5,000.00","","Q1","2007","http://docquery.fec.gov/cgi-bin/fecimg/?27931555689","18K","C00151340","","G",
"DLA PIPER PAC","","WASHINGTON","DC","20036","03/31/2007","$5,000.00","","Q1","2007","http://docquery.fec.gov/cgi-bin/fecimg/?27931555689","18K","C00151340","","P",
"DORSEY NATIONAL FUND","","MINNEAPOLIS","MN","55402","11/26/2007","$1,000.00","","YE","2007","http://docquery.fec.gov/cgi-bin/fecimg/?28931912715","18K","C00018945","","P",
"DPAC","","NEW YORK","NY","10018","06/29/2007","$100.00","","Q2","2007","http://docquery.fec.gov/cgi-bin/fecimg/?28935240941","18K","C00402248","","P",
"DRESSLER FOR SURROGATE","PERMISSIBLE FUNDS","HACKENSACK","NJ","07601","04/30/2008","$1,000.00","","M5","2008","http://docquery.fec.gov/cgi-bin/fecimg/?28991138859","","","","P",
"DUANE MORRIS LLP PAC","","PHILADELPHIA","PA","19103","05/29/2007","$1,000.00","","Q2","2007","http://docquery.fec.gov/cgi-bin/fecimg/?28935240942","18K","C00364133","","P",
"DUANE MORRIS LLP PAC","","PHILADELPHIA","PA","19103","05/29/2007","$1,000.00","","Q2","2007","http://docquery.fec.gov/cgi-bin/fecimg/?28935240942","18K","C00364133","","P",
"DUMONT DEMOCRATIC ORGANIZATION","PERMISSIBLE FUNDS","DUMONT","NJ","07628","03/28/2008","$1,000.00","","M4","2008","http://docquery.fec.gov/cgi-bin/fecimg/?28991181719","","","","P",
"DUTCH RUPPERSBERGER FOR CONGRESS","","TIMONIUM","MD","21093","01/24/2008","$2,000.00","","M2","2008","http://docquery.fec.gov/cgi-bin/fecimg/?28990978631","18K","C00376673","H2MD02160","P",
"DVA/HC PAC","","MOBILE","AL","36670","05/17/2007","$4,600.00","","Q2","2007","http://docquery.fec.gov/cgi-bin/fecimg/?28935240942","18K","C00368902","","P",
"EDWARD LIFESCIENCES PAC","","IRVINE","CA","92614","10/29/2008","$2,500.00","","M11","2008","http://docquery.fec.gov/cgi-bin/fecimg/?28993139489","18K","C00411900","","P",
"ELECTION FUND FOR SENATOR JOSEPH V DORIA JR","PERMISSIBLE FUNDS","BAYONNE","NJ","07002","01/29/2008","$500.00","","M2","2008","http://docquery.fec.gov/cgi-bin/fecimg/?28990978631","","","","P",
"ELECTION FUND OF BARBARA BUONO","PERMISSIBLE FUNDS","METUCHEN","NJ","08840","12/28/2007","$1,000.00","","YE","2007","http://docquery.fec.gov/cgi-bin/fecimg/?28931912715","","","","P",
"ELECTION FUND OF DISTRICT 39","PERMISSIBLE FUNDS","TOWNSHIP OF WASHIN","NJ","07676","04/30/2008","$1,000.00","","M5","2008","http://docquery.fec.gov/cgi-bin/fecimg/?28991138859","","","","P",
"ELECTION FUND OF JEFFREY DUBLIN","","JERSEY CITY","NJ","07305","09/30/2008","$500.00","","M10","2008","http://docquery.fec.gov/cgi-bin/fecimg/?28933621648","15","","","P",
"ELECTION FUND OF JIM KRONE","PERMISSIBLE FUNDS","HACKENSACK","NJ","07601","03/28/2008","$1,000.00","","M4","2008","http://docquery.fec.gov/cgi-bin/fecimg/?28991181719","","","","P",
"ELECTION FUND OF JOAN QUIGLEY","PERMISSIBLE FUNDS","JERSEY CITY","NJ","07306","12/28/2007","$1,000.00","","YE","2007","http://docquery.fec.gov/cgi-bin/fecimg/?28931912716","","","","P",
"ELECTION FUND OF JOSEPH CRYAN","PERMISSIBLE FUNDS","UNION","NJ","07083","06/30/2007","$1,000.00","","Q2","2007","http://docquery.fec.gov/cgi-bin/fecimg/?28935240943","","","","P",
"ELECTION FUND OF NIA H. GILL","","HILLSIDE","NJ","07205","07/14/2008","$1,000.00","","M8","2008","http://docquery.fec.gov/cgi-bin/fecimg/?13960789479","15","","","P",
"ELECTION FUND OF NIA H. GILL","PERMISSIBLE FUNDS","HILLSIDE","NJ","07205","12/31/2007","$1,000.00","","YE","2007","http://docquery.fec.gov/cgi-bin/fecimg/?28931912716","","","","P",
"ELECTION FUND OF PAUL SARLO","PERMISSIBLE FUNDS","RUTHERFORD","NJ","07070","04/15/2008","$1,000.00","","M5","2008","http://docquery.fec.gov/cgi-bin/fecimg/?28991138860","","","","P",
"ELECTION FUND OF THOMAS SARLO","PERMISSIBLE FUNDS","RUTHERFORD","NJ","07070","04/15/2008","$1,000.00","","M5","2008","http://docquery.fec.gov/cgi-bin/fecimg/?28991138860","","","","P",
"ELECTION FUND OF TOM PADILLA","PERMISSIBLE FUNDS","HACKENSACK","NJ","07601","03/28/2008","$1,000.00","","M4","2008","http://docquery.fec.gov/cgi-bin/fecimg/?28991181720","","","","P",
"ELECTION FUND OF WALTER BORIGHT","PERMISSIBLE FUNDS","LAVALLETTE","NJ","08735","12/18/2007","$1,000.00","","YE","2007","http://docquery.fec.gov/cgi-bin/fecimg/?28931912716","","","","P",
"ELECTION FUND OF WEINBERG FOR SENATE","","TEANECK","NJ","07666","06/25/2007","$1,000.00","","Q2","2007","http://docquery.fec.gov/cgi-bin/fecimg/?28935240943","","","","P",
"ELLEN TAUSCHER FOR CONGRESS","IN-KIND: PHONE BANK","BURLINGAME","CA","94010","02/04/2008","$1,960.00","","M3","2008","http://docquery.fec.gov/cgi-bin/fecimg/?28931471942","15Z","C00310706","H6CA10088","P",
"EMILY'S LIST","* IN-KIND: TRAVEL","WASHINGTON","DC","20005","09/30/2007","$1,357.00","","Q3","2007","http://docquery.fec.gov/cgi-bin/fecimg/?29932526322","15Z","C00193433","","P",
"EMILY'S LIST","* IN-KIND: IN-KIND CONTRIBUTION","WASHINGTON","DC","20036","12/10/2007","$377.00","","YE","2007","http://docquery.fec.gov/cgi-bin/fecimg/?28931912717","15Z","C00193433","","P",
"ENGEL FOR CONGRESS PRIMARY","","BRONX","NY","10463","02/29/2008","$500.00","","M3","2008","http://docquery.fec.gov/cgi-bin/fecimg/?28931471921","18K","C00236513","H8NY19058","P",
"ENPAC FEDERAL","","WASHINGTON","DC","20001","02/29/2008","$2,500.00","","M3","2008","http://docquery.fec.gov/cgi-bin/fecimg/?28931471922","18K","C00363879","","P",
"ENPAC FEDERAL","","WASHINGTON","DC","20001","12/17/2007","$2,500.00","","YE","2007","http://docquery.fec.gov/cgi-bin/fecimg/?28931912717","18K","C00363879","","P",
"ENTERPRISE RENT-A-CAR COMPANY PAC","","SAINT LOUIS","MO","63105","05/11/2007","$5,000.00","","Q2","2007","http://docquery.fec.gov/cgi-bin/fecimg/?28935240943","18K","C00219642","","P",
"EVAN BAYH COMMITTEE","","INDIANAPOLIS","IN","46204","01/31/2008","$2,000.00","","M2","2008","http://docquery.fec.gov/cgi-bin/fecimg/?28990978631","18K","C00306860","S8IN00049","G",
"EVAN BAYH COMMITTEE","","INDIANAPOLIS","IN","46204","01/31/2008","$2,000.00","","M2","2008","http://docquery.fec.gov/cgi-bin/fecimg/?28990978632","18K","C00306860","S8IN00049","P",
"EVANS 2008","PERMISSIBLE FUNDS","WASHINGTON","DC","20044","03/18/2008","$1,000.00","","M4","2008","http://docquery.fec.gov/cgi-bin/fecimg/?28991181720","","","","P",
"EXCELSIOR COMMITTEE","","NEW YORK","NY","10016","05/29/2007","$2,300.00","","Q2","2007","http://docquery.fec.gov/cgi-bin/fecimg/?28935240944","18K","C00433037","","P",
"FAMILY FOR GOOD GOVERNMENT FEDERAL PAC","","SOUTHFIELD","MI","48076","04/15/2008","$1,000.00","","M5","2008","http://docquery.fec.gov/cgi-bin/fecimg/?28991138860","18K","C00430926","","P",
"FAMILY FOR GOOD GOVERNMENT FEDERAL PAC","","SOUTHFIELD","MI","48076","05/07/2008","$500.00","","M6","2008","http://docquery.fec.gov/cgi-bin/fecimg/?28932074707","18K","C00430926","","P",
"FARRELL FOR CONGRESS","","WESTPORT","CT","06881","02/28/2008","$300.00","","M3","2008","http://docquery.fec.gov/cgi-bin/fecimg/?28931471922","","C00395335","H4CT04098","G",
"FARRELL FOR CONGRESS","","WESTPORT","CT","06881","02/28/2008","$2,000.00","","M3","2008","http://docquery.fec.gov/cgi-bin/fecimg/?28931471922","","C00395335","H4CT04098","P",
"FEDERAL EXPRESS","","MEMPHIS","TN","38120","12/10/2008","$5,000.00","","YE","2008","http://docquery.fec.gov/cgi-bin/fecimg/?29990943984","18K","C00068692","","P",
"FEDERATION OF WOMEN CONTRACTORS PAC","PERMISSIBLE FUNDS","CHICAGO","IL","60606","02/22/2008","$1,000.00","","M3","2008","http://docquery.fec.gov/cgi-bin/fecimg/?28931471923","18K","C00446880","","P",
"FIFTH THIRD BANCORP PAC","","COLUMBUS","OH","43214","09/18/2007","$2,300.00","","Q3","2007","http://docquery.fec.gov/cgi-bin/fecimg/?29932526323","18K","C00290502","","P",
"FIRENDS OF MARK POLONCARZ","PERMISSIBLE FUNDS","BUFFALO","NY","14217","09/18/2007","$500.00","","Q3","2007","http://docquery.fec.gov/cgi-bin/fecimg/?29932526323","","","","P",
"FIRST STATE PAC","","WILMINGTON","DE","19804","08/22/2008","$5,000.00","","M9","2008","http://docquery.fec.gov/cgi-bin/fecimg/?28992893808","18K","C00363648","","P",
"FLORENCE TOWNSHIP DEMOCRATIC JOINT ELECTION CMTE","PERMISSIBLE FUNDS","BORDENTOWN","NJ","08505","06/30/2007","$1,000.00","","Q2","2007","http://docquery.fec.gov/cgi-bin/fecimg/?28935240944","","","","P",
"FLORIDA CRYSTALS POLITICAL ACTION","","WASHINGTON","DC","20005","04/16/2008","$1,800.00","","M5","2008","http://docquery.fec.gov/cgi-bin/fecimg/?28991138861","18K","C00296624","","P",
"FLORIDA CRYSTALS POLITICAL ACTION COMMITTEE","","WASHINGTON","DC","20005","06/21/2007","$500.00","","Q2","2007","http://docquery.fec.gov/cgi-bin/fecimg/?28935240944","18K","C00296624","","P",
"FLORIDA FOR AMERICAS FUTURE PAC","","MIAMI","FL","33131","01/30/2007","$4,200.00","","Q1","2007","http://docquery.fec.gov/cgi-bin/fecimg/?27931555689","18K","C00400242","","P",
"FLORIDA FOR AMERICAS FUTURE PAC","","MIAMI","FL","33131","02/28/2007","$400.00","","Q1","2007","http://docquery.fec.gov/cgi-bin/fecimg/?27931555690","18K","C00400242","","P",
"FLORIDA SUGAR CANE LEAGUE PAC","","WASHINGTON","DC","20004","04/16/2008","$2,200.00","","M5","2008","http://docquery.fec.gov/cgi-bin/fecimg/?28991138861","18K","C00012328","","P",
"FOLLOW THE NORTH STAR FUND","","MINNEAPOLIS","MN","55414","07/02/2008","$5,000.00","","M8","2008","http://docquery.fec.gov/cgi-bin/fecimg/?13960789479","18K","C00431874","","P",
"FRAGOMEN POLITICAL ACTION COMMITTEE","","WASHINGTON","DC","20005","09/30/2008","$750.00","","M10","2008","http://docquery.fec.gov/cgi-bin/fecimg/?28933621648","18K","C00418095","","P",
"FRANCINE BUSBY FOR CONGRESS","","CARDIFF BY THE SEA","CA","92007","09/30/2007","$300.00","","Q3","2007","http://docquery.fec.gov/cgi-bin/fecimg/?29932526323","18K","C00396127","H4CA50055","G",
"FRANCINE BUSBY FOR CONGRESS","","CARDIFF BY THE SEA","CA","92007","09/30/2007","$2,000.00","","Q3","2007","http://docquery.fec.gov/cgi-bin/fecimg/?29932526324","18K","C00396127","H4CA50055","P",
"FRED SCALEA CAMPAIGN COMMITTEE","PERMISSIBLE FUNDS","NUTLEY","NJ","07110","02/22/2008","$1,000.00","","M3","2008","http://docquery.fec.gov/cgi-bin/fecimg/?28931471923","","","","P",
"FREEHOLDER DEMS 2007","PERMISSIBLE FUNDS","TOMS RIVER","NJ","08753","11/30/2007","$1,000.00","","YE","2007","http://docquery.fec.gov/cgi-bin/fecimg/?28931912717","","","","P",
"FRIENDS FOR HARRY REID","","LAS VEGAS","NV","89132","07/31/2008","$2,300.00","","M8","2008","http://docquery.fec.gov/cgi-bin/fecimg/?13960789479","18K","C00204370","S6NV00028","P",
"FRIENDS FOR NELSON W. WOLFF","","SAN ANTONIO","TX","78269","03/10/2008","$1,000.00","","M4","2008","http://docquery.fec.gov/cgi-bin/fecimg/?28991181720","","C00077396","","P",
"FRIENDS FOR NELSON W. WOLFF","","SAN ANTONIO","TX","78269","03/22/2007","$1,000.00","","Q1","2007","http://docquery.fec.gov/cgi-bin/fecimg/?27931555690","","C00077396","","P",
"FRIENDS OF ALEX GROMACK","PERMISSIBLE FUNDS","CONGERS","NY","10920","05/08/2007","$1,000.00","","Q2","2007","http://docquery.fec.gov/cgi-bin/fecimg/?28935240945","","","","P",
"FRIENDS OF ANDY SANFILIPPO","PERMISSIBLE FUNDS","BUFFALO","NY","14216","06/25/2007","$500.00","","Q2","2007","http://docquery.fec.gov/cgi-bin/fecimg/?28935240945","","","","P",
"FRIENDS OF ANDY SPANO","PERMISSIBLE FUNDS","WHITE PLAINS","NY","10605","02/29/2008","$1,000.00","","M3","2008","http://docquery.fec.gov/cgi-bin/fecimg/?28931471923","","","","P",
"FRIENDS OF ANTHONY M. MASIELLO","PERMISSIBLE FUNDS","BUFFALO","NY","14202","01/09/2008","$1,000.00","","M2","2008","http://docquery.fec.gov/cgi-bin/fecimg/?28990978632","","","","P",
"FRIENDS OF BILL RYAN","PERMISSIBLE FUNDS","WHITE PLAINS","NY","10603","02/29/2008","$1,000.00","","M3","2008","http://docquery.fec.gov/cgi-bin/fecimg/?28931471924","","","","P",
"FRIENDS OF BOB BUFFY","PERMISSIBLE FUNDS","ROCHESTER","NY","14610","09/18/2007","$1,000.00","","Q3","2007","http://docquery.fec.gov/cgi-bin/fecimg/?29932526324","","","","P",
"FRIENDS OF BOB LOWERY","PERMISSIBLE FUNDS","FLORISSANT","MO","63031","09/12/2007","$1,000.00","","Q3","2007","http://docquery.fec.gov/cgi-bin/fecimg/?29932526324","","","","P",
"FRIENDS OF BOB REILLY","PERMISSIBLE FUNDS","LATHAM","NY","12110","09/18/2007","$50.00","","Q3","2007","http://docquery.fec.gov/cgi-bin/fecimg/?29932526325","","","","P",
"FRIENDS OF BONNIE PANNELL","PERMISSIBLE FUNDS","SACRAMENTO","CA","95823","12/31/2007","$500.00","","YE","2007","http://docquery.fec.gov/cgi-bin/fecimg/?28931912718","","","","P",
"FRIENDS OF BRIAN STRATTON","PERMISSIBLE FUNDS","SCHENECTADY","NY","12309","09/25/2007","$1,000.00","","Q3","2007","http://docquery.fec.gov/cgi-bin/fecimg/?29932526325","","","","P",
"FRIENDS OF BRYAN CLENAHAN","PERMISSIBLE FUNDS","ALBANY","NY","12203","09/30/2007","$250.00","","Q3","2007","http://docquery.fec.gov/cgi-bin/fecimg/?29932526325","","","","P",
"FRIENDS OF CAROLYN MCCARTHY","REFUNDED NEXT PERIOD","MINEOLA","NY","11501","12/09/2008","$2,000.00","","YE","2008","http://docquery.fec.gov/cgi-bin/fecimg/?29990943984","18K","C00318931","H6NY04112","P",
"FRIENDS OF CAROLYN MCCARTHY","","MINEOLA","NY","11501","05/18/2007","$2,000.00","","Q2","2007","http://docquery.fec.gov/cgi-bin/fecimg/?28935240945","18K","C00318931","H6NY04112","P",
"FRIENDS OF CATHERINE NOLAN","PERMISSIBLE FUNDS","OAKLAND GARDENS","NY","11364","09/30/2007","$100.00","","Q3","2007","http://docquery.fec.gov/cgi-bin/fecimg/?29932526326","","","","P",
"FRIENDS OF CHARLES MOREAU","PERMISSIBLE FUNDS","CENTRAL FALLS","RI","02863","09/30/2007","$1,000.00","","Q3","2007","http://docquery.fec.gov/cgi-bin/fecimg/?29932526326","","","","P",
"FRIENDS OF CHARLIES DIAMOND","","WATERVLIET","NY","12189","08/13/2008","$250.00","","M9","2008","http://docquery.fec.gov/cgi-bin/fecimg/?28992893808","15","C00000729","","P",
"FRIENDS OF CONNIE WAGNER","PERMISSIBLE FUNDS","PARAMUS","NJ","07652","03/18/2008","$1,000.00","","M4","2008","http://docquery.fec.gov/cgi-bin/fecimg/?28991181721","","","","P",
"FRIENDS OF CORRINE BROWN","PERMISSIBLE FUNDS","LAUREL","MD","20724","05/15/2008","$1,000.00","","M6","2008","http://docquery.fec.gov/cgi-bin/fecimg/?28932074708","18K","C00272732","H2FL03056","P",
"FRIENDS OF CRYSTAL PEOPLES","PERMISSIBLE FUNDS","BUFFALO","NY","14215","09/18/2007","$500.00","","Q3","2007","http://docquery.fec.gov/cgi-bin/fecimg/?29932526326","","","","P",
"FRIENDS OF CRYSTAL PEOPLES","PERMISSIBLE FUNDS","BUFFALO","NY","14215","11/12/2007","$100.00","","YE","2007","http://docquery.fec.gov/cgi-bin/fecimg/?28931912718","","","","P",
"FRIENDS OF DAN MAFFEI","","SYRACUSE","NY","13202","09/17/2008","$2,000.00","","M10","2008","http://docquery.fec.gov/cgi-bin/fecimg/?28933621649","15","","","P",
"FRIENDS OF DEBORAH GLICK","PERMISSIBLE FUNDS","NEW YORK","NY","10014","10/24/2007","$1,000.00","","YE","2007","http://docquery.fec.gov/cgi-bin/fecimg/?28931912718","","","","P",
"FRIENDS OF DELEGATE SHEILA HIXSON","PERMISSIBLE FUNDS","SILVER SPRING","MD","20904","01/07/2008","$100.00","","M2","2008","http://docquery.fec.gov/cgi-bin/fecimg/?28990978632","","","","P",
"FRIENDS OF DENNIS CARDOZA","* IN-KIND: TRAVEL","MERCED","CA","95344","03/06/2008","$1,905.00","","M4","2008","http://docquery.fec.gov/cgi-bin/fecimg/?28991181721","15Z","C00383794","H2CA18056","P",
"FRIENDS OF DENNIS H GABRYSZAK","PERMISSIBLE FUNDS","CHEEKTOWAGA","NY","14227","01/29/2008","$1,000.00","","M2","2008","http://docquery.fec.gov/cgi-bin/fecimg/?28990978633","","","","P",
"FRIENDS OF DICK DURBIN COMMITTEE","","SPRINGFIELD","IL","62705","07/31/2008","$2,000.00","","M8","2008","http://docquery.fec.gov/cgi-bin/fecimg/?13960789480","18K","C00148999","S6IL00151","P",
"FRIENDS OF DONA BRADY","PERMISSIBLE FUNDS","CLEVELAND","OH","44102","03/18/2008","$1,000.00","","M4","2008","http://docquery.fec.gov/cgi-bin/fecimg/?28991181721","","","","P",
"FRIENDS OF DONNA STEMPNIAK","PERMISSIBLE FUNDS","DEPEW","NY","14043","09/30/2007","$100.00","","Q3","2007","http://docquery.fec.gov/cgi-bin/fecimg/?29932526327","","","","P",
"FRIENDS OF DONNA STEMPNIAK","PERMISSIBLE FUNDS","DEPEW","NY","14043","01/29/2008","$500.00","","M2","2008","http://docquery.fec.gov/cgi-bin/fecimg/?28990978633","","","","P",
"FRIENDS OF ELLEN CORBERT","IN- KIND PERMISSIBLE FUNDS","SAN LEANDRO","CA","94577","02/04/2008","$731.00","","M3","2008","http://docquery.fec.gov/cgi-bin/fecimg/?28931471941","","","","P",
"FRIENDS OF ELLEN MOYER","PERMISSIBLE FUNDS","ANNAPOLIS","MD","21403","02/22/2008","$300.00","","M3","2008","http://docquery.fec.gov/cgi-bin/fecimg/?28931471924","","","","P",
"FRIENDS OF ERNIE MATTACE","PERMISSIBLE FUNDS","BRIGHTWATERS","NY","11718","09/18/2007","$500.00","","Q3","2007","http://docquery.fec.gov/cgi-bin/fecimg/?29932526327","","","","P",
"FRIENDS OF FABIAN NUNEZ","PERMISSIBLE FUNDS","SACRAMENTO","CA","95814","06/13/2007","$1,000.00","","Q2","2007","http://docquery.fec.gov/cgi-bin/fecimg/?28935240946","","","","P",
"FRIENDS OF FABIAN NUNEZ 2006","* IN-KIND: TRAVEL","SACRAMENTO","CA","95814","03/14/2008","$229.00","","M4","2008","http://docquery.fec.gov/cgi-bin/fecimg/?28991181722","","","","P",
"FRIENDS OF FRANK PAGANO","PERMISSIBLE FUNDS","FREDONIA","NY","14063","06/25/2007","$500.00","","Q2","2007","http://docquery.fec.gov/cgi-bin/fecimg/?28935240946","","","","P",
"FRIENDS OF FRANK RUSSO","PERMISSIBLE FUNDS","CLEVELAND","OH","44113","02/22/2008","$1,000.00","","M3","2008","http://docquery.fec.gov/cgi-bin/fecimg/?28931471924","","","","P",
"FRIENDS OF GARY DOMALEWICZ","PERMISSIBLE FUNDS","ALBANY","NY","12208","09/18/2007","$100.00","","Q3","2007","http://docquery.fec.gov/cgi-bin/fecimg/?29932526327","","","","P",
"FRIENDS OF GEORGE CARDENAS","PRIOR PERIOD NSF","CHICAGO","IL","60623","04/04/2008","($1,000.00)","","M5","2008","http://docquery.fec.gov/cgi-bin/fecimg/?28991138861","18K","C00436618","H8IL04092","P",
"FRIENDS OF GEORGE CARDENAS","","CHICAGO","IL","60623","03/31/2008","$1,000.00","","M4","2008","http://docquery.fec.gov/cgi-bin/fecimg/?28991181722","18K","C00436618","H8IL04092","P",
"FRIENDS OF GEORGE O DARDEN","PERMISSIBLE FUNDS","SPRING VALLEY","NY","10977","02/13/2008","$50.00","","M3","2008","http://docquery.fec.gov/cgi-bin/fecimg/?28931471925","","","","P",
"FRIENDS OF GINGER HAUSSER","PERMISSIBLE FUNDS","NASHVILLE","TN","37212","12/21/2007","$250.00","","YE","2007","http://docquery.fec.gov/cgi-bin/fecimg/?28931912719","","","","P",
"FRIENDS OF GORDON FOX","PERMISSIBLE FUNDS","PROVIDENCE","RI","02906","06/15/2007","$500.00","","Q2","2007","http://docquery.fec.gov/cgi-bin/fecimg/?28935240946","","","","P",
"FRIENDS OF GREGORY F.X.DALY","PERMISSIBLE FUNDS","SAINT LOUIS","MO","63103","05/11/2007","$1,000.00","","Q2","2007","http://docquery.fec.gov/cgi-bin/fecimg/?28935240947","","","","P",
"FRIENDS OF JACK","PERMISSIBLE FUNDS","WASHINGTON","DC","20009","02/22/2008","$100.00","","M3","2008","http://docquery.fec.gov/cgi-bin/fecimg/?28931471925","","","","P",
"FRIENDS OF JANE HARMAN","","LOS ANGELES","CA","90017","09/11/2007","$2,000.00","","Q3","2007","http://docquery.fec.gov/cgi-bin/fecimg/?29932526328","18K","C00255141","H2CA27107","P",
"FRIENDS OF JANE HARMAN","","LOS ANGELES","CA","90017","09/11/2007","$2,000.00","","Q3","2007","http://docquery.fec.gov/cgi-bin/fecimg/?29932526328","18K","C00255141","H2CA27107","G",
"FRIENDS OF JAY ROCKEFELLER INC","","CHARLESTON","WV","25327","09/11/2008","$2,000.00","","M10","2008","http://docquery.fec.gov/cgi-bin/fecimg/?28933621649","18K","C00416826","S4WV00027","P",
"FRIENDS OF JIM BARCIA","PERMISSIBLE FUNDS","BAY CITY","MI","48707","05/30/2008","$500.00","","M6","2008","http://docquery.fec.gov/cgi-bin/fecimg/?28932074708","","","","P",
"FRIENDS OF JIM BRENNAN","REFUND THIS PERIOD","MONTCLAIR","NJ","07042","10/24/2007","$250.00","","YE","2007","http://docquery.fec.gov/cgi-bin/fecimg/?28931912719","","","","P",
"FRIENDS OF JOHN LAFALCE","","KENMORE","NY","14217","01/29/2008","$1,000.00","","M2","2008","http://docquery.fec.gov/cgi-bin/fecimg/?28990978633","18K","C00025379","H6NY36015","P",
"FRIENDS OF JUDGE BETTY CALVO -TORRES","PERMISSIBLE FUNDS","BUFFALO","NY","14201","01/29/2008","$500.00","","M2","2008","http://docquery.fec.gov/cgi-bin/fecimg/?28990978634","","","","P",
"FRIENDS OF KARLA AMANIS & MARTINO","PERMISSIBLE FUNDS","SEASIDE PARK","NJ","08752","12/18/2007","$1,000.00","","YE","2007","http://docquery.fec.gov/cgi-bin/fecimg/?28931912719","","","","P",
"FRIENDS OF KATHY HOCHUL","PERMISSIBLE FUNDS","HAMBURG","NY","14075","09/18/2007","$50.00","","Q3","2007","http://docquery.fec.gov/cgi-bin/fecimg/?29932526328","","","","P",
"FRIENDS OF KATHY HOCHUL","PERMISSIBLE FUNDS","HAMBURG","NY","14075","09/18/2007","$500.00","","Q3","2007","http://docquery.fec.gov/cgi-bin/fecimg/?29932526329","","","","P",
"FRIENDS OF KEN ADAMS","PERMISSIBLE FUNDS","BROOKLYN","NY","11201","02/22/2008","$990.00","","M3","2008","http://docquery.fec.gov/cgi-bin/fecimg/?28931471925","","","","P",
"FRIENDS OF KENT CONRAD","","BISMARCK","ND","58502","07/31/2008","$2,000.00","","M8","2008","http://docquery.fec.gov/cgi-bin/fecimg/?13960789480","18K","C00202754","S6ND00058","P",
"FRIENDS OF KEVAN ABRAHAMS","PERMISSIBLE FUNDS","HEMPSTEAD","NY","11550","05/11/2007","$1,000.00","","Q2","2007","http://docquery.fec.gov/cgi-bin/fecimg/?28935240947","","","","P",
"FRIENDS OF LESLIE GROSS","PERMISSIBLE FUNDS","MANHASSET","NY","11030","12/28/2007","$250.00","","YE","2007","http://docquery.fec.gov/cgi-bin/fecimg/?28931912720","","","","P",
"FRIENDS OF LYNN MARINELLI","PERMISSIBLE FUNDS","KENMORE","NY","14217","09/18/2007","$200.00","","Q3","2007","http://docquery.fec.gov/cgi-bin/fecimg/?29932526329","","","","P",
"FRIENDS OF LYNN MARINELLI","PERMISSIBLE FUNDS","KENMORE","NY","14217","02/28/2008","$1,000.00","","M3","2008","http://docquery.fec.gov/cgi-bin/fecimg/?28931471926","","","","P",
"FRIENDS OF LYNN MARINELLI","PERMISSIBLE FUNDS","KENMORE","NY","14217","11/12/2007","$400.00","","YE","2007","http://docquery.fec.gov/cgi-bin/fecimg/?28931912720","","","","P",
"FRIENDS OF MARK A. DIVECCHIO","PERMISSIBLE FUNDS","ERIE","PA","16510","05/07/2008","$500.00","","M6","2008","http://docquery.fec.gov/cgi-bin/fecimg/?28932074708","","","","P",
"FRIENDS OF MARK CUTHBERTSON","PERMISSIBLE FUNDS","HUNTINGTON STATION","NY","11746","01/09/2008","$500.00","","M2","2008","http://docquery.fec.gov/cgi-bin/fecimg/?28990978634","","","","P",
"FRIENDS OF MARK POLONCARZ","PERMISSIBLE FUNDS","BUFFALO","NY","14216","06/25/2007","$500.00","","Q2","2007","http://docquery.fec.gov/cgi-bin/fecimg/?28935240947","","","","P",
"FRIENDS OF MARK SCHROEDER","PERMISSIBLE FUNDS","BUFFALO","NY","14220","06/25/2007","$1,000.00","","Q2","2007","http://docquery.fec.gov/cgi-bin/fecimg/?28935240948","","","","P",
