fec.gov
title,Two Year Summary
description,2016 Other Committees Contributions
timestamp,Mon Mar 07 05:41:55 GMT 2016
copyright,"Copyright 2012, Federal Election Commission."
cand_id,P00003392
cand_nm,CLINTON, HILLARY RODHAM
"Contributor Name","Description","City","State","Zip","Receipt Date","Amount","Memo Code","Report Type","Report Year","Image Number","Transaction Code","Other Id","Candidate Id","Transaction PGI",
"INTERNATIONAL ASSOCIATION OF FIREFIGHTERS INTERESTED IN REGISTRATION AND EDUCATION PAC","","WASHINGTON","DC","20006","04/21/2015","$5,000.00","","Q2","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201509039001611934","18K","C00029447","","P",
"INTERNATIONAL UNION OF OPERATING ENGINEERS ENGINEERS POLITICAL EDUCATION COMMITTEE","","WASHINGTON","DC","20036","11/18/2015","$5,000.00","","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005270763","18K","C00029504","","P",
"INTERNATIONAL UNION OF OPERATING ENGINEERS STATIONARY ENGINEERS LOCAL 39 FEDERAL PAC","","SACRAMENTO","CA","95814","11/09/2015","$5,000.00","","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005270806","18K","C00449298","","P",
"IRISH AMERICAN DEMOCRATS","","CHEVY CHASE","MD","20825","06/16/2015","$1,000.00","","Q2","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201509039001611894","18K","C00320432","","P",
"IRISH AMERICAN DEMOCRATS","","CHEVY CHASE","MD","20825","07/23/2015","$1,000.00","","Q3","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201512149004200080","18K","C00320432","","P",
"ITALIAN AMERICAN DEMOCRATIC LEADERSHIP COUNCIL","","WASHINGTON","DC","20006","06/25/2015","$20.00","","Q2","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201509039001611921","18K","C00299396","","P",
"JACKIE SPEIER FOR CONGRESS","* IN-KIND: CATERING, FOOD & BEVERAGES","BURLINGAME","CA","94011","01/25/2016","$1,592.00","","M2","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201602209008569185","15Z","C00443705","H8CA12171","P",
"JEREMY MOSS FOR STATE REPRESENTATIVE","FEDERALLY PERMISSIBLE FUNDS","SOUTHFIELD","MI","48075","01/19/2016","$100.00","","M2","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201602209008569197","","","","P",
"JERSEY SHORE UNITED","FEDERALLY PERMISSIBLE FUNDS","POMONA","NJ","08240","12/31/2015","$700.00","","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005270773","","","","P",
"JIM BEALL FOR SENATE 2016","FEDERALLY PERMISSIBLE FUNDS","NOVATO","CA","94949","01/15/2016","$1,000.00","","M2","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201602209008569193","","","","P",
"JOBS AND INNOVATION MATTER PAC","","WASHINGTON","DC","20003","06/17/2015","$2,700.00","","Q2","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201509039001611914","18K","C00494112","","P",
"JOBS AND INNOVATION MATTER PAC","","WASHINGTON","DC","20003","09/29/2015","$2,300.00","","Q3","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201512149004200114","18K","C00494112","","P",
"JOBS OPPORTUNITIES & EDUCATION PAC","","WASHINGTON","DC","20005","06/04/2015","$5,000.00","","Q2","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201509039001611902","18K","C00362384","","P",
"JOE KEAVENY FOR SENATE","FEDERALLY PERMISSIBLE FUNDS","SAINT LOUIS","MO","63130","07/06/2015","$1,000.00","","Q3","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201512149004200108","","","","P",
"JOHN BOCCIERI FOR OHIO COMMITTEE","FEDERALLY PERMISSIBLE FUNDS","YOUNGSTOWN","OH","44514","11/30/2015","$1,000.00","","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005270762","","","","P",
"JOHN DOUGLASS FOR CONGRESS","","HUME","VA","22639","01/20/2016","$2,000.00","","M2","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201602209008569191","18K","C00496364","H2VA10117","P",
"JOHN DOUGLASS FOR CONGRESS","","HUME","VA","22639","01/20/2016","$700.00","","M2","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201602209008569191","18K","C00496364","H2VA10117","P",
"JON ERPENBACH SENATE COMMITTEE","FEDERALLY PERMISSIBLE FUNDS","MIDDLETON","WI","53562","11/30/2015","$1,000.00","","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005270783","","","","P",
"JOSEPH MOODY CAMPAIGN","FEDERALLY PERMISSIBLE FUNDS","EL PASO","TX","79902","08/20/2015","$1,000.00","","Q3","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201512149004200123","","","","P",
"JUDY CHU FOR CONGRESS","","ENCINO","CA","91436","12/30/2015","$2,000.00","","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005270769","18K","C00458125","H0CA32101","P",
"JUDY CHU FOR CONGRESS","","ENCINO","CA","91436","12/30/2015","$700.00","","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005270786","18K","C00458125","H0CA32101","P",
"JUSTIN R. RODRIGUEZ CAMPAIGN FUND","FEDERALLY PERMISSIBLE FUNDS","SAN ANTONIO","TX","78201","01/26/2016","$1,000.00","","M2","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201602209008569196","","","","P",
"JUSTIN RODRIGUEZ CAMPAIGN FUND","FEDERALLY PERMISSIBLE FUNDS","SAN ANTONIO","TX","78201","08/20/2015","$1,000.00","","Q3","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201512149004200115","","","","P",
"KATHERINE CLARK FOR CONGRESS","","MALDEN","MA","02148","10/06/2015","$2,000.00","","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005270782","18K","C00541888","H4MA05084","P",
"KATHLEEN BLANCO CAMPAIGN FUND","FEDERALLY PERMISSIBLE FUNDS","LAFAYETTE","LA","70503","01/25/2016","$1,000.00","","M2","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201602209008569190","","","","P",
"KATHLEEN BLANCO CAMPAIGN FUND","FEDERALLY PERMISSIBLE FUNDS","LAFAYETTE","LA","70503","05/27/2015","$1,000.00","","Q2","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201509039001611908","","","","P",
"KATHLEEN CLYDE COMMITTEE","FEDERALLY PERMISSIBLE FUNDS","RAVENNA","OH","44266","09/14/2015","$1,000.00","","Q3","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201512149004200099","","","","P",
"KEEP NICK RAHALL IN CONGRESS","","BECKLEY","WV","25802","10/30/2015","$2,000.00","","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005270767","18K","C00081356","H6WV04057","P",
"KENNEDY FOR SENATE","FEDERALLY PERMISSIBLE FUNDS","BUFFALO","NY","14220","05/27/2015","$1,000.00","","Q2","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201509039001611933","","","","P",
"KEVIN DE LEON FOR SENATE 2014","FEDERALLY PERMISSIBLE FUNDS","LOS ANGELES","CA","90017","10/05/2015","$1,000.00","","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005270808","","","","P",
"KEVIN L. BOYCE COMITTEE","FEDERALLY PERMISSIBLE FUNDS","COLUMBUS","OH","43215","05/29/2015","$500.00","","Q2","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201509039001611913","","","","P",
"KEVIN MULLIN FOR ASSEMBLY 2016","FEDERALLY PERMISSIBLE FUNDS","BURLINGAME","CA","94010","01/29/2016","$1,000.00","","M2","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201602209008569198","","","","P",
"KEYSTONE AMERICA PAC","","PHILADELPHIA","PA","19102","06/29/2015","$5,000.00","","Q2","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201509039001611927","18K","C00439992","","P",
"KOSTER FOR MISSOURI","FEDERALLY PERMISSIBLE FUNDS","JEFFERSON CITY","MO","65102","06/29/2015","$1,000.00","","Q2","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201509039001611900","","","","P",
"L PAC","","WASHINGTON","DC","20036","06/10/2015","$5,000.00","","Q2","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201509039001611926","18K","C00519413","","P",
"LARRY HALL FOR HOUSE DISTRICT 29","FEDERALLY PERMISSIBLE FUNDS","DURHAM","NC","27702","07/20/2015","$1,000.00","","Q3","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201512149004200114","","","","P",
"LARSON FOR CONGRESS","","HARTFORD","CT","06126","06/30/2015","$2,000.00","","Q2","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201509039001611913","18K","C00330142","H8CT01046","P",
"LEADERSHIP, OPPORTUNITY, INNOVATION SERVICE PAC","","WASHINGTON","DC","20036","09/30/2015","$5,000.00","","Q3","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201512149004200076","18K","C00545137","","P",
"LEAGUE OF CONSERVATION VOTERS ACTION FUND","* IN-KIND: STAFF TIME","WASHINGTON","DC","20036","11/09/2015","$945.00","","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005270785","18K","C00252940","","P",
"LEAGUE OF CONSERVATION VOTERS ACTION FUND","","WASHINGTON","DC","20036","11/24/2015","$1,000.00","","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005270795","18K","C00252940","","P",
"LEAGUE OF CONSERVATION VOTERS ACTION FUND","* IN-KIND: STAFF TIME","WASHINGTON","DC","20036","01/31/2016","$862.00","","M2","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201602209008569186","15Z","C00252940","","P",
"LEAGUE OF CONSERVATION VOTERS ACTION FUND","* IN-KIND: STAFF TIME","WASHINGTON","DC","20036","01/29/2016","$52.00","","M2","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201602209008569192","15Z","C00252940","","P",
"LEAGUE OF CONSERVATION VOTERS ACTION FUND","* IN-KIND: STAFF TIME","WASHINGTON","DC","20036","01/23/2016","$56.00","","M2","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201602209008569195","15Z","C00252940","","P",
"LEG PAC","","WASHINGTON","DC","20003","07/29/2015","$5,000.00","","Q3","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201512149004200113","18K","C00385534","","P",
"LEO A DALY COMPANY PAC","","OMAHA","NE","68114","12/14/2015","$2,700.00","","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005270793","18K","C00402727","","P",
"LEVIN FOR CONGRESS","","ROSEVILLE","MI","48066","01/19/2016","$2,000.00","","M2","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201602209008569193","18K","C00156612","H2MI17023","P",
"LICHTENSTEIN FOR LAKEWOOD","FEDERALLY PERMISSIBLE FUNDS","LAKEWOOD","NJ","08701","12/31/2015","$1,000.00","","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005270778","","","","P",
"LIEGL FOR LEGISLATURE","FEDERALLY PERMISSIBLE FUNDS","LANCASTER","NY","14086","11/13/2015","$1,000.00","","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005270793","","","","P",
"LOBO PAC","","ALBUQUERQUE","NM","87103","01/13/2016","$1,000.00","","M2","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201602209008569188","18K","C00497073","","P",
"LOBO PAC","","ALBUQUERQUE","NM","87103","05/06/2015","$1,000.00","","Q2","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201509039001611911","18K","C00497073","","P",
"LOIS FRANKEL FOR CONGRESS","","BOCA RATON","FL","33481","06/29/2015","$2,000.00","","Q2","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201509039001611931","18K","C00494856","H2FL14053","P",
"LONG LEAF PINE PAC","","WASHINGTON","DC","20003","12/17/2015","$1,000.00","","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005270806","18K","C00459305","","P",
"LONG LEAF PINE PAC","","WASHINGTON","DC","20005","07/16/2015","$1,000.00","","Q3","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201512149004200108","18K","C00459305","","P",
"LORENA GONZALEZ FOR STATE ASSEMBLY 2016","FEDERALLY PERMISSIBLE FUNDS","CHULA VISTA","CA","91911","09/23/2015","$1,000.00","","Q3","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201512149004200107","","","","P",
"LOUISE SLAUGHTER RE-ELECTION COMMITTEE","","ROCHESTER","NY","14607","06/29/2015","$1,000.00","","Q2","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201509039001611909","18K","C00213611","H6NY03031","P",
"M-PAC","","WASHINGTON","DC","20005","12/16/2015","$5,000.00","","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005270775","18K","C00365270","","P",
"MACHINISTS NON-PARTISAN POLITICAL LEAGUE OF THE INTERNATIONAL ASSOCIATION OF MACHINISTS & AEROSPACE WORKERS","","UPPER MARLBORO","MD","20772","12/09/2015","$5,000.00","","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005270791","18K","C00002469","","P",
"MACHINISTS NON-PARTISAN POLITICAL LEAGUE OF THE INTERNATIONAL ASSOCIATION OF MACHINISTS & AEROSPACE WORKERS","","UPPER MARLBORO","MD","20772","12/07/2015","$5,000.00","","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005270794","18K","C00002469","","P",
"MAGGIE PAC","","ALBUQUERQUE","NM","87190","09/04/2015","$500.00","","Q3","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201512149004200122","18K","C00572909","","P",
"MALONEY FOR CONGRESS","","NEW YORK","NY","10128","06/29/2015","$2,000.00","","Q2","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201509039001611916","18K","C00273169","H2NY14037","P",
"MARC PACHECO COMMITTEE","FEDERALLY PERMISSIBLE FUNDS","TAUNTON","MA","02780","04/28/2015","$1,000.00","","Q2","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201509039001611891","","","","P",
"MARCIA FUDGE FOR CONGRESS","","UNIVERSITY HEIGHTS","OH","44118","09/01/2015","$700.00","","Q3","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201512149004200099","18K","C00454694","","G",
"MARCIA FUDGE FOR CONGRESS","","UNIVERSITY HEIGHTS","OH","44118","09/01/2015","$2,000.00","","Q3","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201512149004200122","18K","C00454694","","P",
"MARGO MCNEIL FOR STATE REPRESENTATIVE","FEDERALLY PERMISSIBLE FUNDS","FLORISSANT","MO","63031","07/23/2015","$445.00","","Q3","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201512149004200100","","","","P",
"MARK TAKANO FOR CONGRESS","","RIVERSIDE","CA","92517","10/12/2015","$1,000.00","","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005270770","18K","C00498667","H2CA43245","P",
"MATSUI FOR CONGRESS","","SACRAMENTO","CA","95812","06/30/2015","$2,000.00","","Q2","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201509039001611926","18K","C00409219","H6CA05195","P",
"MCGUIRE WOODS LLP","","RICHMOND","VA","23219","06/18/2015","$5,000.00","","Q2","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201509039001611891","18K","C00225342","","P",
"MCKISSICK FOR NC SENATE","FEDERALLY PERMISSIBLE FUNDS","DURHAM","NC","27717","01/06/2016","$300.00","","M2","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201602209008569189","","","","P",
"MEDNAX INC. PAC","","SUNRISE","FL","33323","09/28/2015","$5,000.00","","Q3","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201512149004200094","18K","C00469205","","P",
"MICHIGAN INDEPENDENT POLITICAL ACTION COMMITTEE II","","DETROIT","MI","48226","12/11/2015","$2,300.00","","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005270788","18K","C00292367","","P",
"MICHIGAN INDEPENDENT POLITICAL ACTION COMMITTEE II","","DETROIT","MI","48226","12/11/2015","$2,700.00","","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005270791","18K","C00292367","","P",
"MIDWEST VALUES PAC","","MINNEAPOLIS","MN","55458","07/06/2015","$5,000.00","","Q3","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201512149004200106","18K","C00416131","","P",
"MIDWEST VALUES PAC","","MINNEAPOLIS","MN","55458","07/06/2015","$5,000.00","","Q3","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201512149004200107","18K","C00416131","","G",
"MIGUEL SANTIAGO FOR ASSEMBLY 2016","FEDERALLY PERMISSIBLE FUNDS","LONG BEACH","CA","90802","01/12/2016","$1,000.00","","M2","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201602209008569191","","","","P",
"MIKE ENG FOR LA COMM COLLEGE BOARD OF TRUSTEES 2017","FEDERALLY PERMISSIBLE FUNDS","ENCINO","CA","91436","11/12/2015","$798.00","","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005270777","","","","P",
"MIKE ENG FOR LA COMM COLLEGE BOARD OF TRUSTEES 2017","FEDERALLY PERMISSIBLE FUNDS","ENCINO","CA","91436","01/15/2016","$1,000.00","","M2","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201602209008569187","","","","P",
"MIKE THOMPSON FOR CONGRESS","","SACRAMENTO","CA","95841","11/12/2015","$2,000.00","","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005270806","18K","C00326363","H8CA01109","P",
"MIND MATTERS FEDERAL PAC","","LOS ANGELES","CA","90010","04/29/2015","$2,700.00","","Q2","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201509039001611920","18K","C00543579","","P",
"MINER FOR MAYOR","* IN-KIND: FEDERALLY PERMISSIBLE FUNDS; FOOD, BEVERAGES, EVENT SUPPLIES","SYRACUSE","NY","13202","10/29/2015","$136.00","","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005270766","","","","P",
"MISSOURIANS FOR ACCOUNTABILITY AND CHANGE (MACPAC)","","WASHINGTON","DC","20005","06/19/2015","$5,000.00","","Q2","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201509039001611899","18K","C00431122","","P",
"MITCH LANDRIEU CAMPAIGN FUND, INC.","FEDERALLY PERMISSIBLE FUNDS","METAIRIE","LA","70002","10/22/2015","$1,000.00","","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005270797","","","","P",
"MORAN FOR CONGRESS","","GAITHERSBURG","MD","20883","07/06/2015","$700.00","","Q3","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201512149004200091","18K","C00241349","H0VA08040","G",
"MORAN FOR CONGRESS","","GAITHERSBURG","MD","20883","07/06/2015","$2,000.00","","Q3","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201512149004200104","18K","C00241349","H0VA08040","P",
"MOTOR CITY PAC","","WASHINGTON","DC","20003","10/19/2015","$5,000.00","","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005270798","18K","C00507574","","P",
"MOTOR CITY PAC","","WASHINGTON","DC","20003","07/29/2015","$5,000.00","","Q3","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201512149004200119","18K","C00507574","","P",
"MOVING AMERICA FORWARD","","MELBOURNE","FL","32935","12/30/2015","$5,000.00","","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005270765","18K","C00375451","","P",
"MULLEN FOR CONGRESS","","NAPA","CA","94558","11/12/2015","$2,000.00","","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005270762","18K","C00499814","H2IN02204","P",
"MULLEN FOR CONGRESS","","NAPA","CA","94558","11/30/2015","$2,000.00","","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005270795","18K","C00499814","H2IN02204","P",
"MURPHPAC","","WASHINGTON","DC","20003","10/29/2015","$2,500.00","","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005270768","18K","C00459925","","P",
"MWH AMERICAS, INC. PAC","","BROOMFIELD","CO","80021","11/30/2015","$5,000.00","","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005270801","18K","C00242370","","P",
"NANCY ROTERING FOR CONGRESS","","HIGHLAND PARK","IL","60035","11/09/2015","$50.00","","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005270805","18K","C00574434","H6IL10135","P",
"NARRAGANSETT BAY PAC","","CRANSTON","RI","02920","06/15/2015","$5,000.00","","Q2","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201509039001611918","18K","C00403592","","P",
"NATALIE TENNANT FOR SENATE","","CHARLESTON","WV","25324","12/31/2015","$2,000.00","","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005270776","18K","C00549592","S4WV00183","P",
"NE DEMOCRATIC STATE CENTRAL COMMITTEE, NE DEMOCRATIC WOMEN'S CAUCUS","FEDERALLY PERMISSIBLE FUNDS","LINCOLN","NE","68508","12/28/2015","$250.00","","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005270779","","","","P",
"NELSON MULLINS RILEY & SCARBOROUGH FEDERAL POLITICAL COMMITTEE","","COLUMBIA","SC","29211","01/12/2016","$2,500.00","","M2","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201602209008569189","18K","C00278895","","P",
"NELSON MULLINS RILEY & SCARBOROUGH FEDERAL POLITICAL COMMITTEE","","COLUMBIA","SC","29211","06/29/2015","$2,500.00","","Q2","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201509039001611923","18K","C00278895","","P",
"NEW ECONOMY PAC","","WASHINGTON","DC","20013","11/13/2015","$1,000.00","","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005270774","18K","C00489831","","P",
"NEW MEXICO WORKS PAC","","WASHINGTON","DC","20003","01/12/2016","$1,000.00","","M2","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201602209008569185","18K","C00591461","","P",
"NEW MEXICO WORKS PAC","","WASHINGTON","DC","20003","01/12/2016","$1,000.00","","M2","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201602209008569187","18K","C00591461","","P",
"NEW YORK JOBS PAC","","MELVILLE","NY","11747","01/19/2016","$5,000.00","","M2","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201602209008569194","18K","C00413716","","P",
"NEW YORK JOBS PAC","","MELVILLE","NY","11747","06/24/2015","$5,000.00","","Q2","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201509039001611902","18K","C00413716","","P",
"NEWSOME FOR CA - LT GOVERNOR 2014","FEDERALLY PERMISSIBLE FUNDS","NOVATO","CA","94949","01/13/2016","$1,000.00","","M2","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201602209008569188","","","","P",
"NEWSOME FOR CA - LT GOVERNOR 2014","FEDERALLY PERMISSIBLE FUNDS","NOVATO","CA","94949","09/17/2015","$1,000.00","","Q3","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201512149004200117","","","","P",
"NICK FISH FOR CITY COUNCIL","FEDERALLY PERMISSIBLE FUNDS","EDDYVILLE","OR","97343","09/24/2015","$1,000.00","","Q3","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201512149004200102","","","","P",
"NUTMEG PAC","","STAMFORD","CT","06901","09/15/2015","$5,000.00","","Q3","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201512149004200077","18K","C00492983","","P",
"NUTTER FOR MAYOR","FEDERALLY PERMISSIBLE FUNDS","PHILADELPHIA","PA","19102","06/30/2015","$1,000.00","","Q2","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201509039001611902","","","","P",
"O'MELVENY & MYERS POLITICAL ACTION COMMITTEE","","WASHINGTON","DC","20006","12/30/2015","$2,700.00","","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005270794","18K","C00159954","","P",
"O'NEILL AND ASSOCIATES PAC","","BOSTON","MA","02114","12/17/2015","$1,000.00","","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005270784","18K","C00362210","","P",
"OCEAN STATE PAC","","WARWICK","RI","02889","05/06/2015","$2,700.00","","Q2","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201509039001611929","18K","C00397067","","P",
"OCEAN STATE POLITICAL ACTION COMMITTEE","","WARWICK","RI","02889","12/16/2015","$2,300.00","","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005270777","18K","C00397067","","P",
"OCEANS PAC","","WASHINGTON","DC","20005","10/01/2015","$2,500.00","","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005270802","18K","C00431601","","P",
"OCEANS PAC","","WASHINGTON","DC","20005","06/26/2015","$2,500.00","","Q2","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201509039001611893","18K","C00431601","","P",
"OCEANS PAC","","WASHINGTON","DC","20005","09/29/2015","$5,000.00","","Q3","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201512149004200097","18K","C00431601","","G",
"OFF THE SIDELINES PAC","","FOXBORO","MA","02035","04/21/2015","$5,000.00","","Q2","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201509039001611891","18K","C00525600","","G",
"OFF THE SIDELINES PAC","","FOXBORO","MA","02035","04/21/2015","$5,000.00","","Q2","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201509039001611926","18K","C00525600","","P",
"PAC FOR A CHANGE","","LOS ANGELES","CA","90017","05/19/2015","$5,000.00","","Q2","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201509039001611897","18K","C00342048","","P",
"PAC FOR A CHANGE","","LOS ANGELES","CA","90017","05/19/2015","$5,000.00","","Q2","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201509039001611900","18K","C00342048","","G",
"PAFWD PAC","FEDERALLY PERMISSIBLE FUNDS","HARRISBURG","PA","17101","12/16/2015","$1,000.00","","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005270797","","","","P",
"PASCRELL FOR CONGRESS","","TEANECK","NJ","07666","09/08/2015","$2,000.00","","Q3","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201512149004200096","18K","C00313510","","P",
"PAUL ELIZONDO CAMPAIGN ACCOUNT","FEDERALLY PERMISSIBLE FUNDS","SAN ANTONIO","TX","78228","06/18/2015","$1,000.00","","Q2","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201509039001611904","","","","P",
"PAVLEY FOR SENATE 2012","FEDERALLY PERMISSIBLE FUNDS","ENCINO","CA","91436","11/12/2015","$999.00","","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005270764","","","","P",
"PEAK PAC","","DENVER","CO","80204","08/11/2015","$5,000.00","","Q3","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201512149004200115","18K","C00420919","","P",
"PEM PAC","","WASHINGTON","DC","20036","09/24/2015","$2,700.00","","Q3","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201512149004200085","18K","C00541375","","P",
"PENGUIN PAC","","GAITHERSBURG","MD","20883","09/03/2015","$5,000.00","","Q3","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201512149004200117","18K","C00417584","","P",
"PENNSYLVANIA FEDERATION OF DEMOCRATIC WOMEN FEDERAL PAC","","BETHLEHEM","PA","18020","12/28/2015","$2,700.00","","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005270763","18K","C00338558","","P",
"PENNSYLVANIA FEDERATION OF DEMOCRATIC WOMEN FEDERAL PAC","","BETHLEHEM","PA","18020","12/28/2015","$2,300.00","","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005270764","18K","C00338558","","P",
